Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.402572899,3.653011004,2.773338541,0.274416667,-0.278153367,0.487938624
Portugal,PRT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,17.4849891662598,18.1825294494629
Portugal,PRT,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,25.5953102111816,27.8761291503906,30.022819519043,31.8690605163574,34.2075881958008,35.4289283752441
Portugal,PRT,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,41.3025512695313,45.0074005126953,47.2301597595215,49.2851486206055,51.444938659668,52.7052001953125
Slovak Republic,SVK,Trade (% of GDP),NE.TRD.GNFS.ZS,154.123059806721,171.007872957736,179.193878843241,183.405464372307,180.278818457979,184.327740858989
Slovak Republic,SVK,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,35.225896127069,35.5133229474612,35.3715271138701,33.0682090282041,34.5869794400181,34.5068640222968
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.957018133,3.919285991,3.606102635,1.40047369,-0.07616533,-0.325219777
Slovak Republic,SVK,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,18.5654392242432,..,..,18.0583992004395,18.9221496582031
Slovak Republic,SVK,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,84.8493118286133,85.3790512084961,85.9608764648438,85.3176193237305,86.6858291625977
Slovak Republic,SVK,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,99.3027725219727,99.2826919555664,99.3442611694336,99.2700729370117
Slovenia,SVN,Trade (% of GDP),NE.TRD.GNFS.ZS,127.141330167444,138.912301308299,142.031251402418,143.474867534813,144.227959008901,145.39663702532
Slovenia,SVN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,30.6053160120808,30.9195101265454,31.6688917807322,31.9578608060998,32.8210750829625,32.5657311027934
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.840965347,1.810579921,2.598297643,1.760351239,0.200074858,-0.518126124
Slovenia,SVN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,18.2173099517822,18.8235301971436
Slovenia,SVN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,77.6738128662109,78.4461669921875,79.1578216552734,79.7796478271484,80.0910873413086,81.5032730102539
Slovenia,SVN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,95.4296875,96.0180206298828,96.8689804077148,97.1484069824219,97.5927124023438,98.1699295043945
Spain,ESP,Trade (% of GDP),NE.TRD.GNFS.ZS,52.3435729252915,58.0860928451519,59.9311415973034,61.1796122231506,62.9964733768862,63.6103955748066
Spain,ESP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,26.0135793826139,24.9708743786026,24.0138744174443,23.2886141322936,23.185702033945,23.6164037417056
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.79988133,3.196146412,2.446000185,1.408546292,-0.150870313,-0.500461321
Spain,ESP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..
Spain,ESP,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,44.2518196105957,45.265308380127,45.6011505126953,..,47.2372512817383,47.8630485534668
Spain,ESP,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,67.3895492553711,68.7965087890625,69.8730163574219,..,73.7143478393555,74.8149490356445
Sweden,SWE,Trade (% of GDP),NE.TRD.GNFS.ZS,86.9028469934892,88.6615268870312,87.7150184541902,83.0936767969731,85.7506528078357,86.2408032648707
Sweden,SWE,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,28.9308440290075,28.2395434466329,26.888006207792,26.0809267074574,25.7439528334922,24.4803087943648
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.157988027,2.961150738,0.888377507,-0.04429297,-0.179638494,-0.046784745
Sweden,SWE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,22.0398502349854,22.5353202819824,22.9988498687744
Sweden,SWE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,77.6163787841797,78.3214797973633,79.0048828125,73.9167327880859,74.4703674316406,75.0337524414063
Sweden,SWE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,87.0703430175781,87.7039489746094,88.334358215332,88.9272308349609,89.4749069213867,90.019401550293
Switzerland,CHE,Trade (% of GDP),NE.TRD.GNFS.ZS,117.252176696941,122.496172646162,123.682364403577,131.796551442727,116.860116317017,112.768159487105
Switzerland,CHE,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,26.5828318804355,26.9287071288255,26.5532285868786,26.4121399507856,26.0214358989892,25.9001008402029
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.698510114,0.23134621,-0.692544621,-0.217319662,-0.013186044,-1.143915069
Switzerland,CHE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,35.6050109863281,36.949291229248
Switzerland,CHE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,82.4545669555664,82.3553924560547,83.2414627075195,..,84.6438522338867,85.1900100708008
Switzerland,CHE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,95.7916717529297,95.8639373779297,96.1167297363281,..,97.0206527709961,97.0939331054688
Turkey,TUR,Trade (% of GDP),NE.TRD.GNFS.ZS,45.8992169144362,52.6629410581543,52.2453098125179,50.3503245097547,51.4141042088002,49.299865753945
Turkey,TUR,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,27.9812644943164,30.6199529426472,30.3350866545969,31.616266740699,31.8794290990963,31.6676120370134
Turkey,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.566444206,6.471879671,8.891569965,7.493090305,8.854572714,7.670853648
Turkey,TUR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..
Turkey,TUR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,29.9863891601563,31.7986698150635,32.7662582397461,33.7585105895996,35.237419128418,37.073558807373
Turkey,TUR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,46.585880279541,49.7481307983398,51.1371307373047,52.6753196716309,54.9677581787109,56.3549003601074
United Kingdom,GBR,Trade (% of GDP),NE.TRD.GNFS.ZS,59.0339627705195,62.560013014797,61.4442581851088,61.3500639637923,58.4999853026191,56.4764707844448
United Kingdom,GBR,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,19.9915191543345,20.2313513661727,20.0591345789849,20.3370556688379,19.9877709581003,20.0070388388409
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.285714286,4.484239645,2.821709747,2.554546687,1.460191609,0.050020842
United Kingdom,GBR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,28.3882904052734,29.3326206207275,..
United Kingdom,GBR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,86.4258270263672,86.0834426879883,87.7356567382813,74.0022735595703,74.7063903808594,..
United Kingdom,GBR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,99.8078689575195,99.8556365966797,99.8083190917969,99.8322906494141,99.8598480224609,..
United States,USA,Trade (% of GDP),NE.TRD.GNFS.ZS,28.1824522940221,30.8851646798677,30.7146275314132,30.2262580447301,30.2235029597651,27.8900378870281
United States,USA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,20.3907026263916,20.6296555379867,20.5439093209243,20.7208740953446,20.8673589595195,20.0272741736565
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.640043442,3.156841569,2.069337265,1.464832656,1.622222977,0.118627136
United States,USA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,31.6606597900391,31.9557991027832,32.5007591247559
United States,USA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,87.1494064331055,87.5908889770508,87.6791000366211,88.1503067016602,88.3135833740234,88.4119720458984
United States,USA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,94.7695007324219,94.9027328491211,94.984489440918,95.2045288085938,95.2634735107422,95.3349685668945
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,
Last Updated: 03/01/2018,,,,,,,,,
